id,category,name,price,emotion,weather,image,restaurant_id
224,한식,닭갈비주먹밥,3000,적당,맑음,NULL,11
225,한식,김치볶음주먹밥,3000,적당,맑음,NULL,11
226,한식,구운스팸주먹밥,3000,적당,맑음,NULL,11
227,한식,치즈날치알주먹밥,3000,적당,맑음,NULL,11
228,한식,참치김치주먹밥,3000,적당,맑음,NULL,11
229,한식,양념갈비주먹밥,3000,적당,맑음,NULL,11
230,한식,제육김치주먹밥,3000,적당,맑음,NULL,11
231,한식,갈릭떡갈비주먹밥,3000,적당,맑음,NULL,11
232,한식,참치샐러드주먹밥,3000,적당,맑음,NULL,11
233,분식,담백라면,4500,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,11
234,분식,얼큰라면,4500,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,11
235,일식,어묵우동,5500,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,11
236,일식,김치우동,5500,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,11
237,사이드,어묵,1000,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,11
238,국밥,순대국밥,6000,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,9
239,국밥,수육국밥,6000,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,9
240,국밥,얼큰국밥,6000,"배고픔,피곤,스트레스","맑음,구름,비,눈",NULL,9
241,피자,치즈피자,8900,"배고픔,기쁨,스트레스",맑음,NULL,9
242,양식,불닭도리아,5000,"배고픔,피곤,스트레스","맑음,구름",NULL,9
243,양식,치즈오븐스파게티,5000,"배고픔,기쁨,스트레스",맑음,NULL,9
244,피자,불고기피자,9900,"배고픔,기쁨,스트레스",맑음,NULL,9
245,한식,알밥,5500,적당,맑음,NULL,9
246,아시안,소고기쌀국수,5900,"적당,피곤","맑음,구름,비,눈",NULL,12
247,아시안,짬뽕쌀국수,6500,"적당,피곤,스트레스","맑음,구름,비,눈",NULL,12
248,아시안,"매콤 비빔쌀국수",6900,"적당,피곤,스트레스","맑음,구름,비,눈",NULL,12
249,아시안,"매콤 물쌀국수",6900,"적당,피곤,스트레스","맑음,구름,비,눈",NULL,12
