id,category,name,price,emotion,weather,image,restaurant_id
153,덮밥,소불숙주덮밥,6900,배고픔,"맑음,황사","menu/Restaurant object (6)/소불숙주덮밥.png",6
154,덮밥,쭈불덮밥,7000,배고픔,"맑음,황사","menu/Restaurant object (6)/쭈불덮밥.jpg",6
155,덮밥,삼겹매콤와퍼,6900,"배고픔,피곤,스트레스","맑음,황사","menu/Restaurant object (6)/삼겹매콤와퍼.png",6
156,덮밥,데리와퍼참치,4500,배고픔,"맑음,황사","menu/Restaurant object (6)/데리와퍼참치.png",6
157,덮밥,제육와퍼,4700,배고픔,"맑음,황사","menu/Restaurant object (6)/제육와퍼.png",6
158,덮밥,김치제육와퍼,5500,"배고픔,피곤,스트레스","맑음,황사","menu/Restaurant object (6)/김치제육와퍼.png",6
159,덮밥,데리와퍼치킨,4500,배고픔,"맑음,황사","menu/Restaurant object (6)/데리와퍼치킨.png",6
160,덮밥,참치마요,3700,배고픔,"맑음,황사","menu/Restaurant object (6)/참치마요.png",6
161,덮밥,치킨마요,3700,배고픔,"맑음,황사","menu/Restaurant object (6)/치킨마요.png",6
162,덮밥,삼겹매콤마요,4900,"배고픔,피곤,스트레스","맑음,황사","menu/Restaurant object (6)/삼겹매콤마요.png",6
163,덮밥,불고기비빔밥,7500,배고픔,맑음,"menu/Restaurant object (6)/불고기비빔밥.png",6
164,덮밥,야채참치비빔밥,5700,배고픔,맑음,"menu/Restaurant object (6)/야채참치비빔밥.png",6
165,덮밥,강된장제육비빔밥,6500,배고픔,맑음,"menu/Restaurant object (6)/강된장제육비빔밥.png",6
166,도시락,불맛땡초치킨도시락,5800,"배고픔,피곤,스트레스","맑음,황사","menu/Restaurant object (6)/불맛땡초치킨도시락.png",6
167,도시락,마늘간장치킨도시락,5800,배고픔,"맑음,황사","menu/Restaurant object (6)/마늘간장치킨도시락.png",6
168,도시락,새우콤보도시락,5900,배고픔,"맑음,황사","menu/Restaurant object (6)/새우콤보도시락.png",6
169,도시락,칠리콤보도시락,5700,"배고픔,피곤,스트레스","맑음,황사","menu/Restaurant object (6)/칠리콤보도시락.png",6
170,도시락,콤보도시락,5700,배고픔,"맑음,황사","menu/Restaurant object (6)/콤보도시락.png",6
171,도시락,소불고기도시락,7200,배고픔,"맑음,황사","menu/Restaurant object (6)/소불고기도시락.png",6
172,도시락,제육볶음도시락,4900,배고픔,"맑음,황사","menu/Restaurant object (6)/제육볶음도시락.png",6
173,도시락,떡닭갈비도시락,5800,배고픔,"맑음,황사","menu/Restaurant object (6)/떡닭갈비도시락.png",6
174,카레,치킨커리,5500,배고픔,"맑음,구름,황사","menu/Restaurant object (6)/치킨커리.png",6
175,카레,돈까스커리,5800,배고픔,"맑음,구름,황사","menu/Restaurant object (6)/돈까스커리.png",6
176,도시락,짝3호(제육+간장치킨),5200,배고픔,"맑음,구름,황사","menu/Restaurant object (6)/짝3호.png",6
177,도시락,짝4호(소불+간장치킨),6500,배고픔,"맑음,구름,황사","menu/Restaurant object (6)/짝4호.png",6
178,도시락,짝2호(소불+돈까스),6800,배고픔,"맑음,구름,황사","menu/Restaurant object (6)/짝2호.png",6
179,도시락,짝1호(제육+돈까스),5500,배고픔,"맑음,구름,황사","menu/Restaurant object (6)/짝1호.png",6
180,도시락,짝5호(소불+제육),6500,배고픔,"맑음,황사","menu/Restaurant object (6)/짝5호.png",6
181,도시락,만찬도시락,12500,배고픔,맑음,"menu/Restaurant object (6)/만찬도시락.png",6
182,도시락,코다리소불도시락,9500,배고픔,맑음,"menu/Restaurant object (6)/코다리소불도시락.png",6
183,도시락,인기스타,8000,배고픔,맑음,"menu/Restaurant object (6)/인기스타.png",6
184,도시락,진수성찬,8500,배고픔,맑음,"menu/Restaurant object (6)/진수성찬.png",6
185,도시락,한상차림,10500,배고픔,맑음,"menu/Restaurant object (6)/한상차림.png",6
186,도시락,코다리제육도시락,8500,배고픔,맑음,"menu/Restaurant object (6)/코다리제육도시락.png",6
187,사이드,케이준감자,2500,적당,맑음,"menu/Restaurant object (6)/케이준감자.jpg",6
