﻿id,restaurant_id,category,menu,price,restaurant_name,emotion,weather
260,13,덮밥,핵불덮밥,6900,쉐푸드 인천대 8호관,배고픔,"맑음, 황사"
261,13,한식,육개장,6900,쉐푸드 인천대 8호관,"적당, 피곤, 스트레스","맑음, 구름, 비, 눈"
262,13,한식,육회비빔밥,7900,쉐푸드 인천대 8호관,배고픔,맑음
263,14,햄버거,수제비프싱글버거,3900,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
264,14,햄버거,불갈비버거,4300,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
265,14,햄버거,불갈비체다버거,4900,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
266,14,햄버거,불갈비모짜버거,4900,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
267,14,햄버거,수제비프버거,4600,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
268,14,햄버거,수제비프체다버거,5200,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
269,14,햄버거,수제비프모짜버거,5200,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
270,14,햄버거,수제비프더블치즈버거,7200,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
271,14,햄버거,수제비프해쉬버거,5500,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
272,14,햄버거,수제비프치즈베이컨버거,5900,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
283,14,햄버거,통살치킨버거,4300,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
284,14,햄버거,슈프림양념치킨버거,4500,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
285,14,햄버거,핫갈릭치킨버거,4800,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
286,14,햄버거,핫바베큐치킨버거,4800,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
287,14,햄버거,핫스파이시치킨버거,4700,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
288,14,햄버거,달콤강정치킨버거,4800,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
289,14,햄버거,핫강정치킨버거,4900,쥬씨멜팅그릴송도인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 황사"
297,15,고기,삼겹살쌈밥,9000,고기굽는집,"배고픔, 기쁨","맑음, 황사"
298,15,고기,제육쌈밥,8000,고기굽는집,"배고픔, 기쁨","맑음, 황사"
299,15,고기,두루치기쌈밥,8000,고기굽는집,"배고픔, 기쁨","맑음, 황사"
300,15,덮밥,제육덮밥,7000,고기굽는집,"배고픔, 기쁨","맑음, 황사"
301,15,덮밥,두루치기덮밥,7000,고기굽는집,"배고픔, 기쁨","맑음, 황사"
302,15,한식,물냉면,6000,고기굽는집,"적당, 피곤","맑음, 황사"
303,15,한식,비빔냉면,6000,고기굽는집,"적당, 피곤, 스트레스","맑음, 황사"
304,15,분식,빨떡,14000,고기굽는집,"배고픔, 피곤, 스트레스","맑음, 황사"
305,16,한식,참치주먹밥,4000,팔뚝김밥,적당,"맑음, 황사"
306,16,분식,라볶이,5900,팔뚝김밥,"배고픔, 피곤, 스트레스","맑음, 황사"
307,16,한식,스크램블스팸김치볶음밥,6900,팔뚝김밥,적당,"맑음, 황사"
308,16,고기,제육한상,8000,팔뚝김밥,"배고픔, 기쁨","맑음, 황사"
309,16,한식,햄치즈순두부,8000,팔뚝김밥,배고픔,"맑음, 구름, 비, 눈"
310,16,한식,제육한상+햄치즈순두부,15000,팔뚝김밥,배고픔,"맑음, 구름, 비, 눈, 황사"
311,16,한식,제육한상+햄지치즈순두부+주먹밥,17000,팔뚝김밥,배고픔,"맑음, 구름, 비, 눈, 황사"
312,16,고기,제육2인정식,15000,팔뚝김밥,배고픔,"맑음, 황사"
313,16,분식,주먹밥,3000,팔뚝김밥,적당,맑음
314,7,중식,차돌짬뽕,11000,샹차이 인천대점,"배고픔, 스트레스","맑음, 구름, 비, 눈"
315,7,중식,잡탕밥,16000,샹차이 인천대점,배고픔,맑음
316,7,중식,자장면,6000,샹차이 인천대점,배고픔,"맑음, 구름"
317,7,중식,삼선자장면,9000,샹차이 인천대점,배고픔,"맑음, 구름"
318,7,중식,삼선짬뽕,10000,샹차이 인천대점,"배고픔, 피곤, 스트레스","맑음, 구름, 비, 눈"
319,7,중식,삼선볶음밥,8000,샹차이 인천대점,배고픔,맑음
320,7,중식,마파두부밥,9000,샹차이 인천대점,배고픔,맑음
321,7,중식,게살볶음밥,10000,샹차이 인천대점,배고픔,맑음
322,7,중식,찹쌀탕수육(소),22000,샹차이 인천대점,"적당, 기쁨","맑음, 구름, 황사"
323,7,중식,찹쌀탕수육(중),33000,샹차이 인천대점,"적당, 기쁨","맑음, 구름, 황사"
324,7,중식,찹쌀탕수육(대),44000,샹차이 인천대점,"배고픔, 기쁨","맑음, 구름, 황사"
325,7,중식,깐풍기(소),27000,샹차이 인천대점,적당,"맑음, 구름, 황사"
326,7,중식,깐풍기(중),41000,샹차이 인천대점,적당,"맑음, 구름, 황사"
327,7,중식,깐풍기(대),54000,샹차이 인천대점,배고픔,"맑음, 구름, 황사"
328,7,중식,깐소/크림/깐풍 새우(소),32000,샹차이 인천대점,적당,"맑음, 구름, 황사"
329,7,중식,깐소/크림/깐풍 새우(중),48000,샹차이 인천대점,적당,"맑음, 구름, 황사"
330,7,중식,깐소/크림/깐풍 새우(대),64000,샹차이 인천대점,배고픔,"맑음, 구름, 황사"
331,17,마라탕,마라탕(100g),1800,조가연마라탕,"배고픔, 피곤, 스트레스","맑음, 구름, 비"
332,17,마라탕,마라샹궈(100g),3000,조가연마라탕,"배고픔, 피곤, 스트레스","맑음, 구름, 비"
333,17,중식,꿔보러우,15000,조가연마라탕,"배고픔, 피곤, 스트레스","맑음, 구름, 비"
334,17,만두,물만두,6000,조가연마라탕,적당,맑음
335,18,덮밥,삼겹살덮밥,8000,인천대학교 송도캠퍼스 27호관,배고픔,"맑음, 황사"
336,18,한식,육회비빔밥,8000,인천대학교 송도캠퍼스 27호관,"배고픔, 기쁨",맑음
337,18,국밥,순두부국밥,7500,인천대학교 송도캠퍼스 27호관,"배고픔, 피곤","맑음, 구름, 비, 눈"
338,18,국밥,우동국밥,7500,인천대학교 송도캠퍼스 27호관,"배고픔, 피곤","맑음, 구름, 비, 눈"
339,18,국밥,수육곰탕,8000,인천대학교 송도캠퍼스 27호관,"배고픔, 피곤","맑음, 구름, 비, 눈"
